PSG_ID,PSG_VERIFIED,PSG_AGE,PSG_GENDER,PSG_TYPE,PSG_SEAT_TYPE,PSG_FLT_ARL_IATA,PSG_FLT_ROUTE,PSG_FLT_DATE
R6UJ3OL9,False,20,MALE,Business,Economy Class,LE,Johannesburg to Cape Town,July 2022
T3RI8GCN,True,40,MALE,Solo Leisure,Economy Class,LE,Johannesburg to Durban,May 2022
NC9S6XCW,True,29,FEMALE,Business,Economy Class,LE,Johannesburg to Durban,April 2022
AEYZ4OVO,True,13,FEMALE,Family Leisure,Economy Class,LE,Cape Town to Lanseria,April 2022
MNSFWEX5,True,40,FEMALE,Business,Economy Class,LE,Cape Town to Johannesburg,September 2021
FY94COM4,True,31,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to East London,January 2022
VWMYZDWU,True,34,FEMALE,Family Leisure,Business Class,LE,Cape Town to Johannesburg,January 2022
ESYDMYIB,True,30,FEMALE,Couple Leisure,Business Class,LE,Lanseria to Cape town,December 2021
K6PST4ME,True,27,MALE,Couple Leisure,Economy Class,LE,Johannesburg to Cape Town,November 2021
P32MSDJF,True,17,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Durban,September 2021
JNDPZOHZ,False,17,MALE,Couple Leisure,Economy Class,LE,Cape Town to Lanseria,September 2021
H9LAUQ9R,False,51,FEMALE,Couple Leisure,Economy Class,LE,Johannesburg to George,September 2021
QQBAWV98,True,30,FEMALE,Business,Economy Class,LE,East London to Johannesburg,September 2021
U9JLPRAW,True,23,FEMALE,Family Leisure,Economy Class,LE,Cape Town to Johannesburg,August 2021
CPCSOTZ7,True,22,MALE,Solo Leisure,Economy Class,LE,Cape Town to Johannesburg,August 2021
L6FAU9ET,True,29,MALE,Family Leisure,Economy Class,LE,Durban to Cape Town,July 2021
IUXI5W8P,True,23,MALE,Family Leisure,Economy Class,LE,Cape Town to Johannesburg,June 2021
FTFA4GC9,False,34,MALE,Solo Leisure,Economy Class,LE,Johannesburg to George,May 2021
SLDVHZD8,True,25,FEMALE,Couple Leisure,Economy Class,LE,Cape Town to East London,June 2020
ISXYRGTC,False,13,MALE,Solo Leisure,Economy Class,LE,Johannesburg to Cape Town,April 2021
XO29ZONH,True,17,FEMALE,Couple Leisure,Economy Class,LE,Durban to Cape Town,April 2021
S2VCPC9C,True,22,MALE,Solo Leisure,Economy Class,LE,Cape Town to Johannesburg,April 2021
R2PBV4L8,False,25,FEMALE,Couple Leisure,Economy Class,LE,Johannesburg to Durban,March 2021
OBQIBOFM,False,29,FEMALE,Family Leisure,Business Class,LE,From King Shaka to O.R Tambo via Limpopo,December 2020
TAG7WKG5,True,23,FEMALE,Solo Leisure,Economy Class,LE,Johannesburg to Cape Town,December 2020
J6J8MO33,True,21,FEMALE,Solo Leisure,Economy Class,LE,Durban to Cape Town,December 2020
ST6KSKRY,True,18,MALE,Family Leisure,Economy Class,LE,Durban to Johannesburg,December 2020
WQKNL77V,False,33,MALE,Couple Leisure,Economy Class,LE,Johannesburg to George,November 2020
C82DFF54,True,23,MALE,Business,Economy Class,LE,Durban to Cape Town,November 2020
AONIYR6K,True,49,MALE,Solo Leisure,Economy Class,LE,Johannesburg to George,November 2020
FZE96SCT,True,36,MALE,Family Leisure,Economy Class,LE,Johannesburg to George,March 2020
XI9FHYTU,True,34,MALE,Couple Leisure,Economy Class,LE,Cape Town to Johannesburg,February 2020
CB42YLRD,True,13,MALE,Solo Leisure,Economy Class,LE,Durban to Cape Town,January 2020
EF6VH73B,True,28,MALE,Solo Leisure,Economy Class,LE,Johannesburg to Durban,January 2020
MVMQY6NI,False,17,FEMALE,Couple Leisure,Economy Class,LE,East London to Cape Town,January 2020
K4HVH6CM,True,19,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Cape Town,December 2019
VQS3FHZQ,True,25,MALE,Solo Leisure,Economy Class,LE,Cape Town to Johannesburg via Johannesburg,December 2019
YKMLJ6A8,False,13,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Cape Town,December 2019
RYCU5WK8,True,23,MALE,Family Leisure,Economy Class,LE,Durban to Cape Town,December 2019
WSF69GZ3,True,22,MALE,Business,Economy Class,LE,Durban to Johannesburg,November 2019
CDHGPYNE,True,17,MALE,Business,Economy Class,LE,Cape Town to Johannesburg,November 2019
H87KIGNU,True,13,MALE,Couple Leisure,Economy Class,LE,Durban to Johannesburg,November 2019
ZQAGABPL,True,44,FEMALE,Couple Leisure,Economy Class,LE,Johannesburg to Durban,September 2019
RCPNJTAW,True,38,FEMALE,Solo Leisure,Economy Class,LE,Cape Town to Johannesburg,September 2019
P3Z8ZBLY,True,19,FEMALE,Couple Leisure,Economy Class,LE,George to Johannesburg,August 2019
M7ZD8ELV,True,15,FEMALE,Solo Leisure,Economy Class,LE,Cape Town to Durban,August 2019
MYJ3VHPK,False,27,FEMALE,Couple Leisure,Economy Class,LE,George to Johannesburg,August 2019
LOI5B6Q4,True,14,MALE,Solo Leisure,Economy Class,LE,George to Johannesburg,August 2019
TXEBG5XQ,True,18,FEMALE,Business,Economy Class,LE,Cape Town to Johannesburg,August 2019
LPPFTFBL,True,32,MALE,Solo Leisure,Economy Class,LE,Cape Town to Johannesburg,July 2019
DO8X9X5N,True,42,MALE,Family Leisure,Economy Class,LE,Cape Town to Johannesburg,July 2019
MCALN2PE,False,22,MALE,Couple Leisure,Economy Class,LE,Port elizabeth to Johannesburg,June 2019
VLG5PC76,False,27,MALE,Business,Economy Class,LE,Port Elizabeth to Durban,June 2019
T6GV2TIX,True,43,MALE,Business,Economy Class,LE,Cape Town to Lanseria,June 2019
VM4ICT3X,False,25,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Cape Town,December 2018
IYOY8PX3,True,22,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Durban,May 2019
RR6RHOTK,True,37,FEMALE,Solo Leisure,Economy Class,LE,Johannesburg to  Durban,April 2019
AFQ6A8YQ,False,20,MALE,Couple Leisure,Economy Class,LE,Johannesburg to Durban,April 2019
MGHAFRK7,True,46,MALE,Solo Leisure,Economy Class,LE,Port Elizabeth to Johannesburg,April 2019
GSYMBR94,True,28,FEMALE,Solo Leisure,Economy Class,LE,Johannesburg to Cape Town,March 2019
AHVEIYHC,True,32,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to Cape Town ,February 2019
PI6V2IKO,True,60,MALE,Couple Leisure,Economy Class,LE,George to Johannesburg,January 2019
EOJ3ITZW,True,34,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to George,December 2018
CFD4VE36,True,13,MALE,Solo Leisure,Economy Class,LE,Port Elizabeth to Johannesburg,November 2018
UFN739FP,True,44,MALE,Solo Leisure,Economy Class,LE,Johannesburg to Durban,October 2018
CAS264JH,True,44,MALE,Business,Economy Class,LE,Johannesburg to Port Elizabeth,September 2018
BI68F44X,False,24,FEMALE,Couple Leisure,Economy Class,LE,Cape Town to OR Tambo,September 2018
WI7X6H4A,True,22,FEMALE,Solo Leisure,Economy Class,LE,Cape Town to Durban,September 2018
UMDN6LXL,True,38,FEMALE,Business,Economy Class,LE,Johannesburg to Cape Town,May 2018
N6S5BM2L,True,41,MALE,Solo Leisure,Economy Class,LE,Durban to Johannesburg,January 2018
HA4I4ACT,True,22,MALE,Solo Leisure,Economy Class,LE,Johannesburg to Cape Town ,October 2017
SEOV8PXZ,True,21,FEMALE,Family Leisure,Economy Class,LE,Cape Town to Johannesburg ,January 2018
V5AXT2JX,True,16,FEMALE,Couple Leisure,Economy Class,LE,George to Johannesburg,January 2018
QHUR65Y8,True,23,FEMALE,Family Leisure,Economy Class,LE,Johannesburg to George,December 2017
JW293V6F,True,23,FEMALE,Family Leisure,Economy Class,LE,Cape Town to Johannesburg,December 2017
VHJ8ZMOK,False,27,MALE,Business,Economy Class,HS,Yangon to Mandalay,March 2017
RI3LH99S,False,13,MALE,Business,Economy Class,HS,BKK to NYT,January 2017
H4IETUK3,True,23,MALE,Solo Leisure,Economy Class,UF,Paris Orly  Los Angeles,June 2023
YSVL5ZPD,True,26,FEMALE,Family Leisure,Economy Class,UF,Paris to Los Angeles,July 2023
KWWWOYA5,True,21,MALE,Family Leisure,Economy Class,UF,Paris to Los Angeles,July 2023
QFDOD9E7,True,13,MALE,Couple Leisure,Premium Economy,UF,Paris Orly to Los Angeles,June 2023
K8PRR5S3,True,14,MALE,Couple Leisure,Premium Economy,UF,San Francisco to Paris Orly,August 2023
TE4TYCK2,True,13,FEMALE,Solo Leisure,Economy Class,UF,Paris to Los Angeles,June 2023
GIH7NI69,True,21,MALE,Family Leisure,Economy Class,UF,Los Angeles to Papeete,June 2023
DIDN6RUR,True,16,FEMALE,Couple Leisure,Economy Class,UF,Paris to San Francisco,June 2023
QHMBSUY4,True,14,MALE,Couple Leisure,Premium Economy,UF,Paris to Los Angeles,June 2023
ETD8SHNJ,True,13,FEMALE,Family Leisure,Economy Class,UF,San Francisco to Paris,June 2023
BHU35W5B,True,24,MALE,Business,Economy Class,UF,Paris to Miami,June 2023
CDU2KQFN,True,23,FEMALE,Family Leisure,Economy Class,UF,Paris to Miami,June 2023
KAL2C3RJ,True,24,FEMALE,Couple Leisure,Economy Class,UF,Newark to Paris,June 2023
MZOTBJNI,True,15,MALE,Solo Leisure,Economy Class,UF,Paris Orly to Newark ,May 2023
SMX24TTC,True,17,FEMALE,Couple Leisure,Premium Economy,UF,Newark to Paris,April 2023
EJ9GYPO3,True,21,MALE,Family Leisure,Economy Class,UF,Ewr to Orly,May 2023
V43ADVEX,True,19,MALE,Couple Leisure,Economy Class,UF,San Francisco to Papeete,April 2023
CU79RTNI,False,23,FEMALE,Couple Leisure,Economy Class,UF,Los Angeles to Paris,April 2023
L4DJG42H,True,20,FEMALE,Family Leisure,Economy Class,UF,Paris to Miami,December 2022
QAUOX7Z4,True,19,FEMALE,Family Leisure,Economy Class,UF,Miami to Paris,March 2023
XTK6JGIK,True,39,MALE,Solo Leisure,Economy Class,UF,San Francisco to Paris,January 2023
QNSO3BDI,False,21,FEMALE,Family Leisure,Premium Economy,UF,Paris to Miami,January 2023
T2HAETGT,True,20,FEMALE,Family Leisure,Economy Class,UF,Paris to Newark,January 2023
H684XL7Z,True,17,FEMALE,Family Leisure,Economy Class,UF,Newark to Paris Orly,December 2022
YVBALGYC,True,38,FEMALE,Family Leisure,Economy Class,UF,Newark to Paris Orly,December 2022
S4IN487A,False,46,FEMALE,Family Leisure,Economy Class,UF,San Francisco to Papeete ,December 2022
PJBJDGBE,True,28,MALE,Family Leisure,Economy Class,UF,San Francisco to Paris,December 2022
EKEBZ39S,True,57,FEMALE,Family Leisure,Economy Class,UF,New York to Paris,November 2022
M8BWQX47,True,18,MALE,Solo Leisure,Economy Class,UF,New York to Paris,November 2022
JXBDOYPV,True,27,FEMALE,Solo Leisure,Economy Class,UF,Paris to Newark,September 2022
O73IYZZ8,True,26,MALE,Couple Leisure,Premium Economy,UF,Newark to Paris,September 2022
WZAX7NEN,True,23,MALE,Couple Leisure,Economy Class,UF,Papeete to San Francisco,September 2022
UV4UVUDY,True,21,FEMALE,Solo Leisure,Economy Class,UF,Paris to Newark,September 2022
Z4FXK694,True,21,MALE,Family Leisure,Economy Class,UF,Newark to Paris,September 2022
FELSFTB8,True,22,MALE,Family Leisure,Economy Class,UF,San Francisco to Paris Orly,October 2021
FIDUPCZO,True,16,MALE,Solo Leisure,Economy Class,UF,Paris to Los Angeles,September 2022
W3ON25MZ,True,61,MALE,Couple Leisure,Economy Class,UF,Paris to Los Angeles ,August 2022
A8FFAM6D,False,52,FEMALE,Couple Leisure,Economy Class,UF,Los Angeles to Paris,September 2022
ZWE9QQXP,True,37,MALE,Solo Leisure,Economy Class,UF,Newark to Paris,August 2022
CFS6MB8W,True,27,MALE,Family Leisure,Economy Class,UF,Paris to Los Angeles,August 2022
B8EECZ7Z,False,26,FEMALE,Couple Leisure,Economy Class,UF,Paris to Los Angeles,August 2022
JIQH2MB6,False,29,FEMALE,Couple Leisure,Economy Class,UF,Paris to Newark,August 2022
JBWM4PRW,False,14,MALE,Solo Leisure,Economy Class,UF,Paris to Los Angeles,July 2022
J9RH8FA5,True,17,MALE,Solo Leisure,Economy Class,UF,Paris Orly to Los Angeles,July 2022
KIXYD32L,True,22,FEMALE,Solo Leisure,Economy Class,UF,San Francisco to Paris,June 2022
BFN7A5Y2,True,32,MALE,Couple Leisure,Economy Class,UF,Newark to Paris,July 2022
Y3T67CNN,True,15,FEMALE,Family Leisure,Economy Class,UF,"Newark, New Jersey to Orly Paris ",June 2022
GYFBXZCB,True,16,MALE,Solo Leisure,Economy Class,UF,Los Angeles to Paris Orly ,May 2022
OD88ZYX7,False,15,MALE,Couple Leisure,Economy Class,UF,Paris to New York,June 2022
KIIY68YJ,True,28,MALE,Solo Leisure,Economy Class,UF,Newark to Paris Orly,April 2022
STMBZRQR,True,34,MALE,Family Leisure,Premium Economy,UF,Newark to Paris,April 2022
FRQH3SST,False,23,FEMALE,Business,Economy Class,UF,Paris to New York,March 2022
G3NKADSI,True,15,MALE,Couple Leisure,Premium Economy,UF,San Francisco to Tahiti,March 2022
X9DL4JYP,True,45,MALE,Couple Leisure,Economy Class,UF,San Francisco to Paris,March 2022
D9LZMGEC,True,18,FEMALE,Solo Leisure,Economy Class,UF,Paris to New York,February 2022
ZF5FTLCK,True,20,MALE,Couple Leisure,Economy Class,UF,Paris to Ile de la Réunion,November 2021
Z8S8B2LO,True,32,MALE,Solo Leisure,Economy Class,UF,Paris to San Francisco,December 2021
KXB7Q8QP,True,18,FEMALE,Solo Leisure,Economy Class,UF,Paris to Newark,December 2021
SULCNN69,True,17,FEMALE,Solo Leisure,Economy Class,UF,Newark to Paris,October 2021
JNCTFYN4,True,45,MALE,Business,Economy Class,UF,Newark to Paris Orly,October 2021
O4XGIZ4H,False,16,MALE,Couple Leisure,Economy Class,UF,Paris-Orly to Newark,September 2021
ZE3M9K6A,True,18,MALE,Solo Leisure,Economy Class,UF,New York to Paris,August 2021
PKL2EJNQ,False,15,FEMALE,Solo Leisure,Economy Class,UF,Paris to Newark,August 2021
KY3WGEX8,False,39,FEMALE,Solo Leisure,Economy Class,UF,Newark to Paris Orly,July 2021
CYA37SEO,True,21,FEMALE,Couple Leisure,Economy Class,UF,San Francisco to Paris,December 2019
SNYVBSQJ,True,15,FEMALE,Family Leisure,Economy Class,UF,Papeete to Paris via San Francisco,November 2019
DTTFTNYN,True,46,MALE,Solo Leisure,Economy Class,UF,Paris to San Francisco,November 2019
WWG6ZV4W,True,54,MALE,Couple Leisure,Economy Class,UF,San Francisco to Papeete,December 2019
U8872ML7,True,27,MALE,Solo Leisure,Premium Economy,UF,Paris to San Francisco,October 2019
SEXQRRP9,True,15,MALE,Solo Leisure,Economy Class,UF,San Francisco to Paris,October 2019
FNFV2YNP,True,16,FEMALE,Solo Leisure,Economy Class,UF,San Francisco to Papeete,March 2019
HH72GHAB,True,19,MALE,Family Leisure,Economy Class,UF,Paris to San Francisco,August 2019
C8SZBKFC,False,53,MALE,Family Leisure,Economy Class,UF,San Francisco to Paris Orly,June 2019
W98D4QCQ,True,61,FEMALE,Couple Leisure,Economy Class,UF,San Francisco to Paris Orly,June 2019
ITNH9SQG,True,38,MALE,Solo Leisure,Economy Class,UF,Paris to San Francisco,May 2019
BRGJYHY2,True,29,FEMALE,Family Leisure,Economy Class,UF,San Francisco to Paris,April 2019
TYMK78BA,False,13,MALE,Family Leisure,Economy Class,UF,Paris to Saint Denis Reunion,August 2018
PZ387J5M,True,37,FEMALE,Solo Leisure,Economy Class,UF,San Francisco to Tahiti,March 2019
C9C7NVF7,True,13,MALE,Solo Leisure,Economy Class,UF,San Francisco to Paris Orly,December 2018
BCJZE5QZ,True,28,FEMALE,Family Leisure,Economy Class,UF,Paris to San Francisco,November 2018
JOGKNCQT,True,29,MALE,Solo Leisure,Economy Class,UF,Paris to San Francisco,October 2018
G9VAUL4E,True,50,MALE,Couple Leisure,Economy Class,UF,San Francisco to Paris,June 2018
XO6QBGFU,False,15,MALE,Solo Leisure,Economy Class,LX,Jacksonville to Indianapolis,October 2022
BJ2S8WQD,True,22,MALE,Couple Leisure,Economy Class,LX,Cancun to San Francisco,July 2023
GE68P7C2,True,14,FEMALE,Solo Leisure,Economy Class,LX,San Juan to San Francisco via Orlando,July 2023
GZJ8WA6J,False,24,MALE,Family Leisure,Economy Class,LX,San Juan to Orlando,July 2023
OMIH6N45,True,19,MALE,Solo Leisure,Economy Class,LX,Cancun to Houston ,July 2023
PL5BWVMA,False,33,FEMALE,Family Leisure,Economy Class,LX,Phoenix to San Diego,July 2023
E53OTKZV,True,39,MALE,Couple Leisure,Economy Class,LX,Cleveland to Orlando,July 2023
LAZSSE2V,True,24,FEMALE,Solo Leisure,Economy Class,LX,Las Vegas to Oklahoma,July 2023
BLMQFNKB,False,14,MALE,Couple Leisure,Economy Class,LX,Philadelphia PA to Denver,July 2023
J2B55NFI,False,13,MALE,Solo Leisure,Economy Class,LX,Atlanta to Los Angeles ,May 2023
SYOHW9WY,True,31,MALE,Business,Economy Class,LX,Las Vegas to Denver,July 2023
S4ZGPHTK,True,16,MALE,Couple Leisure,Economy Class,LX,Cancun to St Louis ,July 2023
ZQJ74KRQ,True,29,MALE,Family Leisure,Economy Class,LX,Orlando to Montego Bay,July 2023
AJNHM8R8,True,13,FEMALE,Solo Leisure,Economy Class,LX,San Francisco to Norfolk,July 2023
SLGZH787,True,25,FEMALE,Business,Economy Class,LX,Las Vegas to Chicago,July 2023
GQL2AFDA,True,47,MALE,Family Leisure,Premium Economy,LX,Cancún to St. Louis,July 2023
NBKHVH64,False,46,MALE,Couple Leisure,Economy Class,LX,Islip NY Long Island to Orlando,July 2023
LJRYI68C,True,17,MALE,Solo Leisure,Economy Class,LX,Charlotte to Denver ,July 2023
EF9XM8L2,True,28,FEMALE,Solo Leisure,Economy Class,LX,Atlanta to Denver,December 2022
L6KIYBZ2,True,33,FEMALE,Solo Leisure,Economy Class,LX,Houston to San Francisco via Phoenix ,July 2023
UURSKUKK,False,52,MALE,Family Leisure,Economy Class,LX,Phoenix to Cleveland,July 2023
DBAU2BZL,False,25,MALE,Couple Leisure,Economy Class,LX,Philadelphia to Las Vegas,July 2023
OL467TGX,True,24,FEMALE,Solo Leisure,Economy Class,LX,Atlanta to New York,July 2023
H4SJY72D,True,18,FEMALE,Solo Leisure,Economy Class,LX,Denver to Washington DC,July 2023
BR7J7WQT,True,38,MALE,Family Leisure,Economy Class,LX,Punta Cana to Cleveland,July 2023
QL5ZTQA5,True,39,MALE,Family Leisure,Economy Class,LX,Baltimore to Chicago via Atlanta,July 2023
OOFVNQ2F,True,17,MALE,Family Leisure,Economy Class,LX,Fort Lauderdale to Philadelphia,July 2023
RRVLXPRB,False,24,MALE,Solo Leisure,Economy Class,LX,San Francisco to Orlando,July 2023
SF6462UB,False,19,FEMALE,Family Leisure,Economy Class,LX,Cancun to St Louis,July 2023
SMU53YMC,False,41,MALE,Family Leisure,Economy Class,LX,Cancun to Cincinnati,July 2023
NLLZGUKD,False,20,MALE,Solo Leisure,Economy Class,LX,Las Vegas to Portland,July 2023
SD7SS2J4,False,55,FEMALE,Couple Leisure,Economy Class,LX,Phoenix to Philadelphia,July 2023
P88DGROU,False,14,FEMALE,Family Leisure,Economy Class,LX,Punta Cana to St. louis,July 2023
WVU8O9TY,False,19,FEMALE,Solo Leisure,Economy Class,LX,Phoenix to Houston,July 2023
H38BFLKV,True,43,FEMALE,Family Leisure,Economy Class,LX,Boston to Orlando,July 2023
VY68RYAS,False,47,MALE,Solo Leisure,Economy Class,LX,Punta Cana to Miami,July 2023
WGT2L7EQ,False,20,MALE,Business,Economy Class,LX,New York to Atlanta,July 2023
U5GBD579,False,25,MALE,Solo Leisure,Economy Class,LX,Portland to Dallas,July 2023
LJG4ERZP,False,21,FEMALE,Family Leisure,Economy Class,LX,Austin to Milwaukee via Denver,July 2023
DQC5HRFI,False,32,FEMALE,Solo Leisure,Economy Class,LX,Tampa to New York,July 2023
AJFAT32Q,False,17,FEMALE,Solo Leisure,Economy Class,LX,Atlanta to Cancun,June 2023
VA6RGSMY,False,26,MALE,Family Leisure,Economy Class,LX,Punta Cana to Chicago,July 2023
NDAPUCBL,True,13,FEMALE,Couple Leisure,Economy Class,LX,Phoenix to Detroit,July 2023
SJ52WFST,True,20,FEMALE,Family Leisure,Economy Class,LX,Santo Domingo to San Juan,July 2023
E9KX8DZW,False,16,FEMALE,Solo Leisure,Economy Class,LX,Philadelphia to Fort Lauderdale,July 2023
M7CNFYX9,True,16,FEMALE,Family Leisure,Economy Class,LX,Chicago to Denver ,July 2023
FQZAYPSE,False,29,FEMALE,Family Leisure,Economy Class,LX,Orlando to Philadelphia,July 2023
ZULZLGUU,True,29,FEMALE,Family Leisure,Economy Class,LX,Phoenix to Austin via Las Vegas,July 2023
WUQFVU4J,False,16,FEMALE,Family Leisure,Economy Class,LX,San Diego to Phoenix,June 2023
ORGHYYNQ,True,22,FEMALE,Couple Leisure,Economy Class,LX,Philadelphia to Cancun,July 2023
SPD84FJH,False,32,FEMALE,Solo Leisure,Economy Class,LX,Houston to Buffalo,July 2023
JJY3NVMQ,True,27,MALE,Solo Leisure,Economy Class,LX,San Diego to Hartford via Orlando,July 2023
ULQYCUIS,False,28,MALE,Couple Leisure,Economy Class,LX,Orlando to Indianapolis,July 2023
WASSKD35,True,36,MALE,Family Leisure,Economy Class,LX,Miami to Punta Cana,July 2023
JX7VNIGW,False,37,MALE,Solo Leisure,Economy Class,LX,Denver to Salt Lake,July 2023
RCT4VKR9,True,17,MALE,Solo Leisure,Economy Class,LX,Raleigh to Houston via Orlando,July 2023
Q5ZSZWWQ,False,25,FEMALE,Couple Leisure,Economy Class,LX,Phoenix to Nashville ,July 2023
PP6DX9QV,True,27,MALE,Solo Leisure,Economy Class,LX,Portland to Las Vegas,July 2023
S2IUC7I3,True,16,FEMALE,Family Leisure,Economy Class,LX,Las Vegas to Portland,July 2023
CYP3CLTJ,False,23,MALE,Solo Leisure,Economy Class,LX,San Francisco to Tampa,June 2023
F7ALJAFE,True,16,MALE,Family Leisure,Economy Class,LX,Atlanta to Orlando,July 2023
J8PWCPSP,True,28,FEMALE,Solo Leisure,Economy Class,LX,Arizona to Denver,July 2023
XF8X3FUC,True,33,FEMALE,Couple Leisure,Economy Class,LX,Las Vegas to Nashville,July 2023
P2ZREXLF,False,29,FEMALE,Couple Leisure,Economy Class,LX,Phoenix to San Diego,July 2023
EGHA4ROX,False,26,MALE,Family Leisure,Economy Class,LX,Orlando to Philadelphia,July 2023
WK4XGMHT,False,27,FEMALE,Family Leisure,Economy Class,LX,Orlando to Las Vegas,June 2023
WAPD94W6,True,18,FEMALE,Family Leisure,Economy Class,LX,Las Vegas to New Orleans via Denver,June 2023
GE2LQBB2,False,59,MALE,Family Leisure,Economy Class,LX,"Sarasota, FL to Philadelphia, PA",July 2023
LF45OSXT,False,42,FEMALE,Solo Leisure,Economy Class,LX,Denver to Columbus,July 2023
LHPJVAJ5,True,24,MALE,Couple Leisure,Economy Class,LX,Orlando to Detroit,July 2023
G7EWR6Z4,True,14,FEMALE,Family Leisure,Economy Class,LX,Philadelphia to Charlotte,July 2023
GVO29ZYX,True,30,MALE,Family Leisure,Economy Class,LX,Atlanta to San Francisco,July 2023
AQHMFXUU,True,21,FEMALE,Family Leisure,Economy Class,LX,Dallas Ft Worth to Denver,July 2023
XZQ39CZE,True,20,MALE,Family Leisure,Economy Class,LX,Orlando to Chicago,July 2023
JZJZY4Q7,True,48,FEMALE,Solo Leisure,Economy Class,LX,Orlando to San Diego,July 2023
N7GFEEXN,False,59,MALE,Family Leisure,Economy Class,LX,San Francisco to Dallas,July 2023
TWP942J2,False,59,MALE,Solo Leisure,Economy Class,LX,Philadelphia to Las Vegas via Dallas,June 2023
MMJS3XDV,False,29,MALE,Solo Leisure,Economy Class,LX,Tampa to Montego Bay,June 2023
IXFHTENM,True,19,MALE,Family Leisure,Economy Class,LX,San Diego to Cleveland,July 2023
TGG56FEV,True,16,MALE,Family Leisure,Economy Class,LX,"Orlando, FL to Columbus, OH",July 2023
N84MY2U9,True,23,FEMALE,Couple Leisure,Premium Economy,LX,Philadelphia to Punta Cana ,July 2023
GNNVNFNI,False,13,MALE,Family Leisure,Economy Class,LX,Cancun to Miami,July 2023
C9E7BR7Q,True,35,MALE,Solo Leisure,Economy Class,LX,Atlanta to Cancun,July 2023
RAJYW3LO,False,22,MALE,Solo Leisure,Economy Class,LX,Denver to Bloomington,July 2023
WW2HN282,True,22,FEMALE,Family Leisure,Economy Class,LX,Dallas to Denver,July 2023
LLEIQFMM,False,22,FEMALE,Family Leisure,Economy Class,LX,Miami to Punta Cana,June 2023
FDI787OL,False,13,MALE,Solo Leisure,Economy Class,LX,Cleveland to Salt Lake via Las Vegas,July 2023
YLMZNCKB,True,45,MALE,Family Leisure,Economy Class,LX,Orlando to Midway,July 2023
A2SCXJN5,False,22,MALE,Couple Leisure,Economy Class,LX,Atlanta to San Francisco,June 2023
UCRUGL5E,True,24,MALE,Solo Leisure,Economy Class,LX,Ontario to Denver,May 2023
X78T38XN,True,29,FEMALE,Family Leisure,Premium Economy,LX,Ontario to Orlando,June 2023
HYYYVLY9,False,14,FEMALE,Couple Leisure,Economy Class,LX,Miami to Denver ,June 2023
HEJO935W,True,47,FEMALE,Solo Leisure,Economy Class,LX,Detroit to Atlanta,June 2023
RUKKWBH8,True,20,MALE,Solo Leisure,Economy Class,LX,Atlanta to Trenton,June 2023
HV7B8ET8,True,19,MALE,Couple Leisure,Economy Class,LX,Orlando to Norfolk,June 2023
JQE9VY96,True,17,FEMALE,Couple Leisure,Economy Class,LX,Ontario to Fort Lauderdale,June 2023
CRGPHA8L,False,37,MALE,Couple Leisure,Economy Class,LX,Denver to Columbus,June 2023
Z8KYQ3HX,True,21,MALE,Solo Leisure,Economy Class,LX,Phoenix to Portland,June 2023
PQC5J46H,False,16,MALE,Family Leisure,Economy Class,LX,Minneapolis to Columbus,June 2023
X7TSCSD6,True,45,MALE,Solo Leisure,Economy Class,DF,Sorong to Jakarta,July 2023
QIG5MF7U,True,39,FEMALE,Solo Leisure,Economy Class,DF,Jakarta to Sorong,July 2023
RY4KWKVM,True,19,MALE,Family Leisure,First Class,DF,Amsterdam to Jakarta,July 2023
R4XSP3EG,True,38,FEMALE,Family Leisure,First Class,DF,Jakarta to Amsterdam,June 2023
BND6DITX,True,13,MALE,Solo Leisure,Business Class,DF,"Denpasar, Bali to Jakarta",June 2023
YVERKNZX,True,31,MALE,Solo Leisure,Business Class,DF,Jakarta to Denpasar Bali,June 2023
N7IQ9LG5,True,33,FEMALE,Solo Leisure,Economy Class,DF,Sorong to Jakarta,May 2023
JOLLZZIC,True,27,FEMALE,Solo Leisure,Economy Class,DF,Jakarta to Sorong,May 2023
VEX553AC,True,24,FEMALE,Solo Leisure,First Class,DF,Amsterdam to Jakarta,May 2023
H2CYJOJF,True,32,MALE,Business,Economy Class,DF,Denpasar to Sydney,April 2023
CZWMHOLB,True,20,MALE,Solo Leisure,Economy Class,DF,Singapore to Jakarta,April 2023
QGPCDRX4,True,27,FEMALE,Solo Leisure,First Class,DF,Amsterdam to Jakarta,April 2023
YJD5AEOY,True,22,MALE,Solo Leisure,Business Class,DF,Jakarta to Singapore,March 2023
CC6D2DIA,True,19,MALE,Solo Leisure,Economy Class,DF,Jakarta to Singapore,March 2023
ELAZDQRV,True,23,MALE,Solo Leisure,Economy Class,DF,Jakarta to Sorong,March 2023
EIS8C88G,True,32,FEMALE,Solo Leisure,Business Class,DF,Denpasar Bali to Jakarta,February 2023
YK88YP74,True,21,MALE,Solo Leisure,Business Class,DF,Jakarta to Denpasar Bali,February 2023
